,Indicator,Group,Subgroup,Phase,Time Period,Value,Spread
304,Took Prescription Medication,By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2,14,21.5,3.4000000000000004
305,Took Prescription Medication,By Education,Less than a high school diploma,2,14,16.9,2.3500000000000005
306,Took Prescription Medication,By Education,High school diploma or GED,2,14,18.9,1.3999999999999986
307,Took Prescription Medication,By Education,Some college/Associate's degree,2,14,21.7,0.9500000000000011
308,Took Prescription Medication,By Education,Bachelor's degree or higher,2,14,19.0,0.5500000000000007
309,Took Prescription Medication,By State,Alabama,2,14,21.0,3.200000000000001
310,Took Prescription Medication,By State,Alaska,2,14,15.0,2.7
311,Took Prescription Medication,By State,Arizona,2,14,19.6,2.6999999999999993
312,Took Prescription Medication,By State,Arkansas,2,14,25.7,3.950000000000001
313,Took Prescription Medication,By State,California,2,14,15.9,1.4000000000000004
314,Took Prescription Medication,By State,Colorado,2,14,17.8,2.4000000000000004
315,Took Prescription Medication,By State,Connecticut,2,14,20.0,2.9000000000000004
316,Took Prescription Medication,By State,Delaware,2,14,22.8,3.6500000000000004
317,Took Prescription Medication,By State,District of Columbia,2,14,19.6,5.25
318,Took Prescription Medication,By State,Florida,2,14,17.1,2.450000000000001
319,Took Prescription Medication,By State,Georgia,2,14,20.3,2.799999999999999
320,Took Prescription Medication,By State,Hawaii,2,14,11.2,4.0
321,Took Prescription Medication,By State,Idaho,2,14,23.2,3.799999999999999
322,Took Prescription Medication,By State,Illinois,2,14,19.0,2.299999999999999
323,Took Prescription Medication,By State,Indiana,2,14,23.3,3.8999999999999986
324,Took Prescription Medication,By State,Iowa,2,14,22.4,2.8499999999999996
325,Took Prescription Medication,By State,Kansas,2,14,22.2,3.5
326,Took Prescription Medication,By State,Kentucky,2,14,26.0,4.15
327,Took Prescription Medication,By State,Louisiana,2,14,23.1,3.5
328,Took Prescription Medication,By State,Maine,2,14,30.1,5.499999999999998
329,Took Prescription Medication,By State,Maryland,2,14,16.9,2.3000000000000007
330,Took Prescription Medication,By State,Massachusetts,2,14,23.2,3.0999999999999996
331,Took Prescription Medication,By State,Michigan,2,14,21.5,3.5999999999999996
332,Took Prescription Medication,By State,Minnesota,2,14,22.9,3.1500000000000004
333,Took Prescription Medication,By State,Mississippi,2,14,23.5,3.200000000000001
334,Took Prescription Medication,By State,Missouri,2,14,21.3,2.799999999999999
335,Took Prescription Medication,By State,Montana,2,14,21.8,3.0999999999999996
336,Took Prescription Medication,By State,Nebraska,2,14,21.3,2.4499999999999993
337,Took Prescription Medication,By State,Nevada,2,14,15.9,3.000000000000001
338,Took Prescription Medication,By State,New Hampshire,2,14,22.9,2.9499999999999993
339,Took Prescription Medication,By State,New Jersey,2,14,17.9,3.25
340,Took Prescription Medication,By State,New Mexico,2,14,18.8,2.5999999999999996
341,Took Prescription Medication,By State,New York,2,14,17.8,2.9499999999999993
342,Took Prescription Medication,By State,North Carolina,2,14,22.3,3.8000000000000007
343,Took Prescription Medication,By State,North Dakota,2,14,15.7,2.8499999999999996
344,Took Prescription Medication,By State,Ohio,2,14,21.2,3.6500000000000004
345,Took Prescription Medication,By State,Oklahoma,2,14,22.6,3.4000000000000004
346,Took Prescription Medication,By State,Oregon,2,14,21.2,1.9499999999999993
347,Took Prescription Medication,By State,Pennsylvania,2,14,20.1,2.75
348,Took Prescription Medication,By State,Rhode Island,2,14,22.6,3.3500000000000014
349,Took Prescription Medication,By State,South Carolina,2,14,22.7,3.549999999999999
350,Took Prescription Medication,By State,South Dakota,2,14,20.3,3.6000000000000014
351,Took Prescription Medication,By State,Tennessee,2,14,19.4,2.5
352,Took Prescription Medication,By State,Texas,2,14,18.1,1.799999999999999
353,Took Prescription Medication,By State,Utah,2,14,22.3,2.549999999999999
354,Took Prescription Medication,By State,Vermont,2,14,22.3,3.6000000000000014
355,Took Prescription Medication,By State,Virginia,2,14,19.5,2.799999999999999
356,Took Prescription Medication,By State,Washington,2,14,19.4,1.5999999999999996
357,Took Prescription Medication,By State,West Virginia,2,14,26.2,4.5
358,Took Prescription Medication,By State,Wisconsin,2,14,24.0,3.1500000000000004
359,Took Prescription Medication,By State,Wyoming,2,14,18.1,3.549999999999999
360,Received Counseling or Therapy,National Estimate,United States,2,14,9.1,0.40000000000000036
361,Received Counseling or Therapy,By Age,18 - 29 years,2,14,13.0,1.1999999999999993
362,Received Counseling or Therapy,By Age,30 - 39 years,2,14,12.4,0.7999999999999998
363,Received Counseling or Therapy,By Age,40 - 49 years,2,14,10.5,0.8500000000000005
364,Received Counseling or Therapy,By Age,50 - 59 years,2,14,8.1,0.7000000000000002
365,Received Counseling or Therapy,By Age,60 - 69 years,2,14,5.9,0.6499999999999999
366,Received Counseling or Therapy,By Age,70 - 79 years,2,14,3.7,0.6000000000000001
367,Received Counseling or Therapy,By Age,80 years and above,2,14,3.5,1.4
368,Received Counseling or Therapy,By Sex,Male,2,14,7.0,0.5
369,Received Counseling or Therapy,By Sex,Female,2,14,11.0,0.5499999999999998
370,Received Counseling or Therapy,By Presence of Symptoms of Anxiety/Depression,Did not experience symptoms of anxiety/depression in the past 4 weeks,2,14,5.2,0.34999999999999964
371,Received Counseling or Therapy,By Presence of Symptoms of Anxiety/Depression,Experienced symptoms of anxiety/depression in past 4 weeks,2,14,16.0,0.6999999999999993
372,Received Counseling or Therapy,By Race/Hispanic ethnicity,Hispanic or Latino,2,14,7.9,1.0
373,Received Counseling or Therapy,By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2,14,9.5,0.40000000000000036
374,Received Counseling or Therapy,By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2,14,9.5,1.5499999999999998
375,Received Counseling or Therapy,By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2,14,5.3,1.1999999999999997
376,Received Counseling or Therapy,By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2,14,11.6,2.25
377,Received Counseling or Therapy,By Education,Less than a high school diploma,2,14,7.2,1.7000000000000002
378,Received Counseling or Therapy,By Education,High school diploma or GED,2,14,6.7,0.8999999999999999
379,Received Counseling or Therapy,By Education,Some college/Associate's degree,2,14,9.4,0.6499999999999995
380,Received Counseling or Therapy,By Education,Bachelor's degree or higher,2,14,11.3,0.39999999999999947
381,Received Counseling or Therapy,By State,Alabama,2,14,6.9,1.9500000000000002
382,Received Counseling or Therapy,By State,Alaska,2,14,8.2,1.8499999999999996
383,Received Counseling or Therapy,By State,Arizona,2,14,10.1,2.25
384,Received Counseling or Therapy,By State,Arkansas,2,14,6.4,1.7500000000000004
385,Received Counseling or Therapy,By State,California,2,14,8.9,0.9500000000000002
386,Received Counseling or Therapy,By State,Colorado,2,14,9.5,1.3500000000000005
387,Received Counseling or Therapy,By State,Connecticut,2,14,12.0,2.55
388,Received Counseling or Therapy,By State,Delaware,2,14,9.3,3.1500000000000004
389,Received Counseling or Therapy,By State,District of Columbia,2,14,17.0,4.3999999999999995
390,Received Counseling or Therapy,By State,Florida,2,14,7.7,1.9000000000000004
391,Received Counseling or Therapy,By State,Georgia,2,14,9.3,1.9500000000000002
392,Received Counseling or Therapy,By State,Hawaii,2,14,5.3,1.65
393,Received Counseling or Therapy,By State,Idaho,2,14,8.8,1.9500000000000002
394,Received Counseling or Therapy,By State,Illinois,2,14,9.8,1.8500000000000005
395,Received Counseling or Therapy,By State,Indiana,2,14,6.7,2.1999999999999997
396,Received Counseling or Therapy,By State,Iowa,2,14,7.6,1.6500000000000004
397,Received Counseling or Therapy,By State,Kansas,2,14,6.8,1.5
398,Received Counseling or Therapy,By State,Kentucky,2,14,10.1,3.0999999999999996
399,Received Counseling or Therapy,By State,Louisiana,2,14,7.7,2.3500000000000005
400,Received Counseling or Therapy,By State,Maine,2,14,10.1,2.7
401,Received Counseling or Therapy,By State,Maryland,2,14,9.6,1.5
402,Received Counseling or Therapy,By State,Massachusetts,2,14,14.5,2.2
403,Received Counseling or Therapy,By State,Michigan,2,14,9.3,2.2499999999999996
404,Received Counseling or Therapy,By State,Minnesota,2,14,9.3,1.8000000000000003
405,Received Counseling or Therapy,By State,Mississippi,2,14,5.6,1.6
406,Received Counseling or Therapy,By State,Missouri,2,14,8.1,2.5
407,Received Counseling or Therapy,By State,Montana,2,14,10.5,2.7
408,Received Counseling or Therapy,By State,Nebraska,2,14,6.7,1.6
409,Received Counseling or Therapy,By State,Nevada,2,14,7.8,2.5999999999999996
410,Received Counseling or Therapy,By State,New Hampshire,2,14,9.6,2.0500000000000003
411,Received Counseling or Therapy,By State,New Jersey,2,14,8.8,2.15
412,Received Counseling or Therapy,By State,New Mexico,2,14,8.5,2.05
413,Received Counseling or Therapy,By State,New York,2,14,12.0,2.8999999999999995
414,Received Counseling or Therapy,By State,North Carolina,2,14,7.6,2.6
415,Received Counseling or Therapy,By State,North Dakota,2,14,5.9,2.0
416,Received Counseling or Therapy,By State,Ohio,2,14,7.7,1.7000000000000002
417,Received Counseling or Therapy,By State,Oklahoma,2,14,8.2,2.25
418,Received Counseling or Therapy,By State,Oregon,2,14,10.4,1.4500000000000002
419,Received Counseling or Therapy,By State,Pennsylvania,2,14,8.6,1.75
420,Received Counseling or Therapy,By State,Rhode Island,2,14,12.5,3.1500000000000004
421,Received Counseling or Therapy,By State,South Carolina,2,14,9.0,2.6500000000000004
422,Received Counseling or Therapy,By State,South Dakota,2,14,5.4,1.6
423,Received Counseling or Therapy,By State,Tennessee,2,14,8.1,1.7999999999999998
424,Received Counseling or Therapy,By State,Texas,2,14,9.2,1.6
425,Received Counseling or Therapy,By State,Utah,2,14,9.0,1.5
426,Received Counseling or Therapy,By State,Vermont,2,14,12.3,3.0999999999999996
427,Received Counseling or Therapy,By State,Virginia,2,14,10.6,2.1500000000000004
428,Received Counseling or Therapy,By State,Washington,2,14,9.9,1.4500000000000002
429,Received Counseling or Therapy,By State,West Virginia,2,14,9.5,2.8
430,Received Counseling or Therapy,By State,Wisconsin,2,14,8.6,2.3999999999999995
431,Received Counseling or Therapy,By State,Wyoming,2,14,8.7,2.9
432,Prescription Medication And/Or Counseling or Therapy,National Estimate,United States,2,14,22.8,0.5999999999999996
433,Prescription Medication And/Or Counseling or Therapy,By Age,18 - 29 years,2,14,23.1,1.299999999999999
434,Prescription Medication And/Or Counseling or Therapy,By Age,30 - 39 years,2,14,24.3,1.1999999999999993
435,Prescription Medication And/Or Counseling or Therapy,By Age,40 - 49 years,2,14,23.8,1.1999999999999993
436,Prescription Medication And/Or Counseling or Therapy,By Age,50 - 59 years,2,14,23.5,1.1999999999999993
437,Prescription Medication And/Or Counseling or Therapy,By Age,60 - 69 years,2,14,22.7,0.9500000000000011
438,Prescription Medication And/Or Counseling or Therapy,By Age,70 - 79 years,2,14,19.3,1.75
439,Prescription Medication And/Or Counseling or Therapy,By Age,80 years and above,2,14,13.8,4.1000000000000005
440,Prescription Medication And/Or Counseling or Therapy,By Sex,Male,2,14,17.4,0.75
441,Prescription Medication And/Or Counseling or Therapy,By Sex,Female,2,14,27.8,0.8000000000000007
442,Prescription Medication And/Or Counseling or Therapy,By Presence of Symptoms of Anxiety/Depression,Did not experience symptoms of anxiety/depression in the past 4 weeks,2,14,14.3,0.6500000000000004
443,Prescription Medication And/Or Counseling or Therapy,By Presence of Symptoms of Anxiety/Depression,Experienced symptoms of anxiety/depression in past 4 weeks,2,14,37.9,0.9499999999999993
444,Prescription Medication And/Or Counseling or Therapy,By Race/Hispanic ethnicity,Hispanic or Latino,2,14,18.8,1.549999999999999
445,Prescription Medication And/Or Counseling or Therapy,By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2,14,25.2,0.5500000000000007
446,Prescription Medication And/Or Counseling or Therapy,By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2,14,18.4,1.8499999999999996
447,Prescription Medication And/Or Counseling or Therapy,By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2,14,10.3,1.2999999999999998
448,Prescription Medication And/Or Counseling or Therapy,By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2,14,26.4,3.25
449,Prescription Medication And/Or Counseling or Therapy,By Education,Less than a high school diploma,2,14,18.9,2.6000000000000014
450,Prescription Medication And/Or Counseling or Therapy,By Education,High school diploma or GED,2,14,20.7,1.4499999999999993
451,Prescription Medication And/Or Counseling or Therapy,By Education,Some college/Associate's degree,2,14,24.6,0.9000000000000004
452,Prescription Medication And/Or Counseling or Therapy,By Education,Bachelor's degree or higher,2,14,23.8,0.5499999999999989
453,Prescription Medication And/Or Counseling or Therapy,By State,Alabama,2,14,22.7,3.0999999999999996
454,Prescription Medication And/Or Counseling or Therapy,By State,Alaska,2,14,19.0,2.9000000000000004
455,Prescription Medication And/Or Counseling or Therapy,By State,Arizona,2,14,22.7,2.5500000000000007
456,Prescription Medication And/Or Counseling or Therapy,By State,Arkansas,2,14,27.5,4.049999999999999
457,Prescription Medication And/Or Counseling or Therapy,By State,California,2,14,19.6,1.4000000000000004
458,Prescription Medication And/Or Counseling or Therapy,By State,Colorado,2,14,21.7,2.3000000000000007
459,Prescription Medication And/Or Counseling or Therapy,By State,Connecticut,2,14,24.4,3.3999999999999986
460,Prescription Medication And/Or Counseling or Therapy,By State,Delaware,2,14,25.4,3.9499999999999993
461,Prescription Medication And/Or Counseling or Therapy,By State,District of Columbia,2,14,28.2,5.700000000000001
462,Prescription Medication And/Or Counseling or Therapy,By State,Florida,2,14,20.0,2.5
463,Prescription Medication And/Or Counseling or Therapy,By State,Georgia,2,14,23.2,2.8000000000000007
464,Prescription Medication And/Or Counseling or Therapy,By State,Hawaii,2,14,13.3,3.8499999999999996
465,Prescription Medication And/Or Counseling or Therapy,By State,Idaho,2,14,25.6,3.9499999999999993
466,Prescription Medication And/Or Counseling or Therapy,By State,Illinois,2,14,22.4,2.4499999999999993
467,Prescription Medication And/Or Counseling or Therapy,By State,Indiana,2,14,25.2,3.8000000000000007
468,Prescription Medication And/Or Counseling or Therapy,By State,Iowa,2,14,24.7,2.8500000000000014
469,Prescription Medication And/Or Counseling or Therapy,By State,Kansas,2,14,24.2,3.4499999999999993
470,Prescription Medication And/Or Counseling or Therapy,By State,Kentucky,2,14,28.2,4.25
471,Prescription Medication And/Or Counseling or Therapy,By State,Louisiana,2,14,25.2,3.799999999999999
472,Prescription Medication And/Or Counseling or Therapy,By State,Maine,2,14,33.0,5.649999999999999
473,Prescription Medication And/Or Counseling or Therapy,By State,Maryland,2,14,20.4,2.5
474,Prescription Medication And/Or Counseling or Therapy,By State,Massachusetts,2,14,27.7,3.0999999999999996
475,Prescription Medication And/Or Counseling or Therapy,By State,Michigan,2,14,25.5,4.1
476,Prescription Medication And/Or Counseling or Therapy,By State,Minnesota,2,14,26.1,3.1500000000000004
